"Sample    : moo3_31507",
"Operator  : américo",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2011-04-08 05:25:21",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  210-Auto Al  0 - 20    0.8 - 1.2   Live -  179   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"0",
"1",
"2",
"12",
"26",
"32",
"36",
"34",
"39",
"32",
"42",
"37",
"40",
"38",
"35",
"42",
"42",
"45",
"41",
"48",
"37",
"48",
"51",
"64",
"55",
"73",
"86",
"86",
"80",
"63",
"65",
"67",
"86",
"60",
"69",
"50",
"57",
"70",
"65",
"67",
"55",
"55",
"58",
"47",
"46",
"55",
"54",
"43",
"51",
"44",
"46",
"50",
"55",
"46",
"56",
"45",
"59",
"47",
"42",
"44",
"47",
"50",
"49",
"41",
"50",
"51",
"47",
"50",
"48",
"40",
"42",
"54",
"51",
"37",
"41",
"43",
"51",
"55",
"35",
"49",
"55",
"54",
"39",
"33",
"40",
"40",
"56",
"51",
"40",
"46",
"38",
"27",
"45",
"41",
"30",
"36",
"38",
"40",
"37",
"32",
"45",
"32",
"26",
"43",
"42",
"32",
"34",
"37",
"25",
"35",
"38",
"29",
"21",
"27",
"16",
"24",
"40",
"34",
"42",
"37",
"40",
"38",
"33",
"23",
"23",
"25",
"24",
"30",
"36",
"32",
"35",
"20",
"24",
"25",
"25",
"24",
"30",
"26",
"30",
"24",
"38",
"30",
"31",
"24",
"38",
"33",
"25",
"40",
"34",
"33",
"43",
"34",
"44",
"47",
"36",
"39",
"38",
"43",
"46",
"45",
"64",
"45",
"59",
"63",
"77",
"73",
"96",
"114",
"137",
"139",
"173",
"149",
"207",
"204",
"175",
"196",
"188",
"187",
"193",
"159",
"163",
"149",
"143",
"128",
"132",
"123",
"151",
"127",
"162",
"155",
"183",
"224",
"264",
"357",
"480",
"620",
"817",
"995",
"1301",
"1482",
"1730",
"1859",
"1931",
"1868",
"1900",
"1743",
"1777",
"1563",
"1511",
"1365",
"1316",
"1224",
"1198",
"1047",
"1060",
"881",
"966",
"783",
"728",
"684",
"599",
"452",
"450",
"357",
"294",
"308",
"262",
"226",
"186",
"134",
"142",
"120",
"132",
"92",
"112",
"80",
"89",
"78",
"67",
"65",
"57",
"49",
"46",
"44",
"42",
"38",
"46",
"40",
"36",
"36",
"38",
"54",
"46",
"76",
"65",
"54",
"70",
"62",
"62",
"51",
"48",
"48",
"40",
"44",
"36",
"38",
"31",
"29",
"29",
"27",
"18",
"21",
"25",
"18",
"27",
"20",
"25",
"26",
"16",
"33",
"15",
"26",
"22",
"17",
"25",
"24",
"20",
"17",
"20",
"20",
"21",
"24",
"23",
"34",
"25",
"22",
"19",
"15",
"20",
"19",
"22",
"25",
"21",
"19",
"24",
"21",
"15",
"23",
"21",
"24",
"27",
"20",
"24",
"18",
"19",
"23",
"19",
"21",
"33",
"24",
"38",
"19",
"22",
"32",
"30",
"43",
"49",
"60",
"57",
"92",
"101",
"122",
"186",
"221",
"295",
"373",
"497",
"491",
"637",
"677",
"840",
"782",
"821",
"743",
"794",
"679",
"631",
"485",
"463",
"363",
"316",
"189",
"177",
"112",
"95",
"67",
"73",
"57",
"55",
"57",
"50",
"51",
"62",
"64",
"54",
"68",
"67",
"73",
"86",
"93",
"108",
"101",
"131",
"124",
"128",
"125",
"116",
"114",
"111",
"111",
"77",
"79",
"65",
"45",
"45",
"51",
"40",
"30",
"32",
"31",
"32",
"36",
"30",
"36",
"29",
"25",
"22",
"26",
"27",
"21",
"21",
"24",
"38",
"36",
"38",
"34",
"29",
"43",
"41",
"38",
"54",
"43",
"45",
"33",
"38",
"33",
"42",
"38",
"48",
"48",
"34",
"40",
"45",
"34",
"56",
"42",
"45",
"59",
"41",
"61",
"46",
"47",
"51",
"45",
"49",
"40",
"65",
"38",
"44",
"56",
"48",
"46",
"46",
"40",
"48",
"50",
"53",
"39",
"47",
"33",
"44",
"48",
"33",
"46",
"42",
"35",
"47",
"47",
"38",
"42",
"43",
"41",
"48",
"32",
"27",
"51",
"49",
"38",
"51",
"45",
"36",
"47",
"36",
"36",
"31",
"39",
"44",
"45",
"49",
"33",
"41",
"34",
"40",
"47",
"52",
"38",
"38",
"45",
"46",
"45",
"43",
"47",
"46",
"39",
"52",
"40",
"46",
"41",
"43",
"44",
"43",
"27",
"33",
"64",
"43",
"49",
"55",
"51",
"47",
"53",
"47",
"60",
"49",
"63",
"50",
"41",
"63",
"57",
"58",
"43",
"42",
"44",
"59",
"40",
"54",
"53",
"51",
"56",
"39",
"42",
"49",
"39",
"47",
"46",
"53",
"43",
"49",
"40",
"50",
"61",
"54",
"45",
"45",
"50",
"58",
"47",
"54",
"55",
"43",
"57",
"52",
"52",
"73",
"47",
"66",
"63",
"43",
"52",
"52",
"48",
"56",
"63",
"47",
"62",
"65",
"71",
"50",
"62",
"66",
"65",
"73",
"66",
"55",
"54",
"74",
"55",
"68",
"61",
"59",
"82",
"57",
"59",
"56",
"57",
"61",
"55",
"66",
"69",
"67",
"80",
"49",
"59",
"63",
"91",
"65",
"71",
"64",
"65",
"93",
"70",
"83",
"64",
"72",
"68",
"71",
"80",
"74",
"78",
"65",
"91",
"87",
"90",
"88",
"92",
"81",
"73",
"95",
"82",
"75",
"83",
"69",
"67",
"74",
"61",
"76",
"68",
"88",
"81",
"92",
"94",
"78",
"76",
"73",
"81",
"67",
"80",
"85",
"73",
"88",
"75",
"93",
"62",
"90",
"72",
"78",
"72",
"76",
"82",
"73",
"73",
"78",
"75",
"73",
"82",
"92",
"87",
"104",
"67",
"76",
"95",
"85",
"77",
"95",
"79",
"78",
"93",
"67",
"88",
"106",
"85",
"104",
"81",
"92",
"96",
"93",
"79",
"92",
"95",
"101",
"86",
"87",
"79",
"75",
"78",
"98",
"93",
"82",
"77",
"79",
"89",
"74",
"81",
"97",
"64",
"73",
"60",
"81",
"75",
"73",
"69",
"81",
"82",
"96",
"95",
"64",
"88",
"92",
"93",
"92",
"89",
"87",
"75",
"89",
"79",
"86",
"79",
"93",
"79",
"103",
"85",
"70",
"85",
"86",
"93",
"78",
"71",
"89",
"88",
"74",
"77",
"92",
"85",
"80",
"95",
"79",
"82",
"90",
"88",
"80",
"79",
"76",
"81",
"92",
"90",
"77",
"92",
"83",
"65",
"88",
"91",
"92",
"71",
"98",
"77",
"89",
"96",
"87",
"80",
"75",
"80",
"87",
"103",
"90",
"92",
"101",
"92",
"108",
"82",
"89",
"96",
"106",
"90",
"111",
"100",
"110",
"116",
"99",
"92",
"104",
"99",
"98",
"130",
"123",
"101",
"90",
"96",
"109",
"97",
"96",
"92",
"95",
